Energy LH 	 ILH 	 Energy LV 	 ILV 	 FLH 	 FLV 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
737.561317	 0.106398	 737.267750	 0.080930	 0.000000	 0.000000	 0.025467	 0.000000	 0.135951	 nan
737.780190	 0.107168	 737.488159	 0.081243	 0.000000	 0.000000	 0.025925	 0.000000	 0.137599	 nan
737.988944	 0.107941	 737.719702	 0.081912	 0.000000	 0.000000	 0.026029	 0.000000	 0.137100	 nan
738.213313	 0.108533	 737.907524	 0.082502	 0.000000	 0.000000	 0.026031	 0.000000	 0.136264	 nan
738.438405	 0.109111	 738.131493	 0.083159	 0.000000	 0.000000	 0.025953	 0.000000	 0.134979	 nan
738.658207	 0.109847	 738.355243	 0.083489	 0.000000	 0.000000	 0.026358	 0.000000	 0.136334	 nan
738.868458	 0.110614	 738.576178	 0.084097	 0.000000	 0.000000	 0.026517	 0.000000	 0.136186	 nan
739.078295	 0.111151	 738.814301	 0.084723	 0.000000	 0.000000	 0.026428	 0.000000	 0.134922	 nan
739.288901	 0.111672	 739.007872	 0.085304	 0.000000	 0.000000	 0.026367	 0.000000	 0.133860	 nan
739.497616	 0.112411	 739.212297	 0.085616	 0.000000	 0.000000	 0.026794	 0.000000	 0.135306	 nan
739.704376	 0.113138	 739.424814	 0.086149	 0.000000	 0.000000	 0.026989	 0.000000	 0.135430	 nan
739.913323	 0.113884	 739.629585	 0.086746	 0.000000	 0.000000	 0.027138	 0.000000	 0.135265	 nan
740.094197	 0.114365	 739.855064	 0.087326	 0.000000	 0.000000	 0.027039	 0.000000	 0.134062	 nan
740.243107	 0.114453	 740.039406	 0.087533	 0.000000	 0.000000	 0.026920	 0.000000	 0.133275	 nan
